"SA_code","SA_name","State","cases","tested","person_years","case_rate_1M","test_rate_1M","positivity","positivity_eb","positivity_mapped","expected","spr","spr_lo","spr_hi","is_top30"
11902,"Canterbury","NSW",3,34,1571201,1.90936742020913,21.6394974290368,0.0882352941176471,0.131353817840301,0.131353817840301,12.1198738170347,0.247527329515877,0.0510460861420889,0.723379896696595,FALSE
20202,"Heathcote - Castlemaine - Kyneton","VIC",1,5,554853,1.80227916222855,9.01139581114277,0.2,0.288511166418026,NA,1.78233438485804,0.561061946902655,0.0142048586389733,3.12603708836749,FALSE
21105,"Yarra Ranges","VIC",3,30,1717393,1.74683371831608,17.4683371831608,0.1,0.145743861944,0.145743861944,10.6940063091483,0.280530973451327,0.0578522309610341,0.819830549589474,FALSE
11701,"Botany","NSW",1,28,601572,1.66231141077045,46.5447195015725,0.0357142857142857,0.096239582265633,0.096239582265633,9.98107255520505,0.100189633375474,0.00253658189981666,0.558220908637052,FALSE
20703,"Whitehorse - West","VIC",2,15,1210428,1.65230810919774,12.392310818983,0.133333333333333,0.200882157388292,NA,5.34700315457413,0.374041297935103,0.0452981364592548,1.3511657762056,FALSE
10302,"Lachlan Valley","NSW",1,14,610902,1.63692376191271,22.916932666778,0.0714285714285714,0.161924393626071,NA,4.99053627760252,0.200379266750948,0.00507316379963331,1.1164418172741,FALSE
12802,"Sutherland - Menai - Heathcote","NSW",2,33,1232558,1.62264169312925,26.7735879366326,0.0606060606060606,0.109369685305319,0.109369685305319,11.7634069400631,0.170018771788683,0.020590062026934,0.614166261911637,FALSE
11603,"Mount Druitt","NSW",2,20,1282280,1.55972174564058,15.5972174564058,0.1,0.162997613004956,0.162997613004956,7.12933753943218,0.280530973451327,0.0339736023444411,1.0133743321542,FALSE
31601,"Buderim","QLD",1,9,642335,1.55682003938755,14.0113803544879,0.111111111111111,0.214116262837922,NA,3.20820189274448,0.311701081612586,0.00789158813276293,1.73668727131527,FALSE
50605,"Kalamunda","WA",1,3,665073,1.50359434227521,4.51078302682563,0.333333333333333,0.349171082343091,NA,1.06940063091483,0.935103244837758,0.0236747643982888,5.21006181394581,FALSE
50901,"Albany","WA",1,4,688480,1.4524750174297,5.8099000697188,0.25,0.315955968484198,NA,1.42586750788644,0.701327433628319,0.0177560732987166,3.90754636045936,FALSE
21104,"Whitehorse - East","VIC",1,5,703971,1.42051306090734,7.10256530453669,0.2,0.288511166418026,NA,1.78233438485804,0.561061946902655,0.0142048586389733,3.12603708836749,FALSE
